Justin Bieber,As Long As You Love Me,/j/justin+bieber/as+long+as+you+love+me_21021843.html,"As long as you love me (love me, love me)  
As long as you love me (love me, love me)  
As long as you love me  
  
We're under pressure,  
Seven billion people in the world trying to fit in  
Keep it together,  
Smile on your face even though your heart is frowning  
But hey now, you know girl,  
We both know it's a cruel world  
But I will take my chances  
  
As long as you love me  
We could be starving, we could be homeless, we could be broke  
As long as you love me  
I'll be your platinum, I'll be your silver, I'll be your gold  
As long as you love, love me, love me  
As long as you love, love me, love me  
  
I'll be your soldier, fighting every second of the day for your dreams girl  
I'll be your Hova, you can be my Destiny's Child on a scene girl  
So don't stress, don't cry, we don't need no wings to fly  
Just take my hand  
  
As you love me we could be starving, we could be homeless, we could be broke  
As long as you love me  
I'll be your platinum, I'll be your silver, I'll be your gold  
As long as you love, love me, love me  
As long as you love, love me,  
  
I don't know if this makes sense, but you're my hallelujah  
Give me a time and place, and I'll rendezvous, and I'll fly you to it,  
I'll beat ya there  
Girl you know I got you  
Us, trust  
A couple of things I can't spell without you  
Now we are on top of the world, 'cause that's just how we do  
Used to tell me sky's the limit, now the sky's our point of view  
Man now we stepping out like whoa (oh God)  
Camera's point and shoot,  
Ask me what's my best side, I stand back and point at you, you  
You the one that I argue with, I feel like I need a new girl to be bothered,  
But the grass ain't always greener on the other side,  
It's green where you water it  
So I know we got issues baby true true true  
But I'd rather work on this with you  
Than to go ahead and start with someone new  
As long as you love me  
  
As you love me we could be starving, we could be homeless, we could be broke  
As long as you love me  
I'll be your platinum, I'll be your silver, I'll be your gold  
As long as you love, love me,  
As long as you love, love me  
  
As long as you love me  
I'll be your silver, I'll be your gold  
Love me,  
As long as you love, love me,  
Please don't go (love me, love me)  
Please don't go (love me, love me)  
As long as you love, (love me, love me)  
As long as you love, (love me, love me)  
As long as you love me

"
Kinks,Arthur,/k/kinks/arthur_20078923.html,"Arthur was born just a plain simple man  
In a plain simple working class position  
Though the world was hard and its ways were set  
He was young and he had so much ambition  
All the way he was overtaken  
By the people who make the big decisions  
But he tried and he tried for a better life  
And a way to improve his own condition  
If only life were easy it would be such fun  
Things would be more equal and be plenty for everyone  
Arthur the world's gone and passed you by  
Don't you know it, don't you know it  
You can cry, cry all night but it won't make it right  
Don't ya know it, don't ya know it  
  
Arthur we know and we sympathize  
Don't ya know it, don't ya know it  
Arthur we like you and want to help you  
Somebody loves you don't you know it  
  
How is your life and your Shangri-la  
And your long lost land of Hallelujah  
And your hope and glory has passed you by  
Can't you see what the world is doing to ya  
And now we see your children  
Sailing off in the setting sun  
To a new horizon  
Where there's plenty for everyone  
Arthur, could be  
That the world was wrong  
Don't ya know it, don't ya know it  
Arthur, could be  
You were right all along  
Don't ya know it, I hope ya know it  
Now we know and we sympathize  
We'd like to help you and understand you  
Don't ya know it, don't ya know it  
Somebody loves you, don't ya know it  
Don't ya know it, don't ya know it  
  
Arthur the world's gone and passed you by  
Don't ya know it, don't ya know it  
You can cry, cry all night  
But it won't make it right  
Don't ya know it, don't ya know it  
Arthur we read you and understand you  
Arthur we like

"
Kris Kristofferson,The Eagle And The Bear,/k/kris+kristofferson/the+eagle+the+bear_20080572.html,"I will fight and I will die for freedom up against an eagle or a bear  
I will help my brother and we'll sink or swim together  
If you don't like it Mister I don't care  
I have served with honor in the army I have been a soldier overseas  
I have seen my fatherland stagger like a dying man blinded and bewildered by
disease  
I ain't gonna take it any longer I can't look around it anymore  
I'll defend what I believe in a land of liberty like my father did before  
I'll just pray to God for Nicaragua and the sorrow of El Salvador today  
And I'll say until the day we free Mandela all the world will be in chains  
  
I will fight and I will die for freedom up against an eagle or a bear  
I will help my brother and we'll sink or swim together  
If you don't like it Mister I don't care  
I'll just pray to God for Nicaragua and the sorrow of El Salvador today  
And I'll say until the day we free Mandela all the world will be in chains

"
Lady Gaga,Retro Physical,/l/lady+gaga/retro+physical_20854673.html,"(We gonna grab them highs and get 'em off the wall)  
(So everybody in here can start smokin')  
(3x)  
Yeah  
Uh-huh  
  
(We gonna grab them highs and get 'em off the wall)  
(So everybody in here can start smokin')  
  
Lets get into trouble  
Lots of trouble  
Rock star  
You know how to rock hard  
Hello midnight lover-lover  
Hold that lady tighter  
Shoot that bullet through her  
  
My heart beats just like a cherry soda  
In the summer  
Go, go, go  
Don't be difficult about it  
Get off it  
  
Off the walls (get your ass)  
Off the walls (do that girl)  
Don't stumble  
Retro physical  
Off the walls (get your ass)  
Off the walls (move that boy)  
So sexual  
Retro physical  
  
(We gonna grab them highs and get 'em off the wall)  
(So everybody in here can start smokin')  
Yeah  
Uh-huh  
  
(We gonna grab them highs and get 'em off the wall)  
(So everybody in here can start smokin')  
  
Lets get into trouble  
Lots of trouble  
Rock star  
You know how to rock hard  
Hello midnight lover-lover  
Hold that lady tighter  
Shoot that bullet through her  
  
My heart beats just like a cherry soda  
In the summer  
Go, go, go  
Don't be difficult about it  
Get off it  
  
Off the walls (get your ass)  
Off the walls (do that girl)  
Don't stumble  
Retro physical  
Off the walls (get your ass)  
Off the walls (move that boy)  
So sexual  
Retro physical  
  
Lets get into trouble  
Lots of trouble  
Rock star  
You know how to rock hard  
Hello midnight lover-lover  
Hold that lady tighter  
Shoot that bullet through her  
  
My heart beats just like a cherry soda  
In the summer  
Go, go, go  
Don't be difficult about it  
Get off it  
  
Off the walls (get your ass)  
Off the walls (do that girl)  
Don't stumble  
Retro physical  
Off the walls (get your ass)  
Off the walls (do that girl)  
Don't stumble  
Retro physical  
Off the walls (get your ass)  
Off the walls (move that boy)  
So sexual  
Retro physical

"
Lil Wayne,Anne,/l/lil+wayne/anne_20910344.html,"(Out of Sight,  
Out of Mind,  
Out of Time,  
To Decide,  
Do we run, Should we hide,  
For the rest, of my life of my life) X2  
  
Dear anne my number one fan  
I write with the life of the lamp on my night stand  
With a pen in my right hand and that's also my mic hand  
Codeine in the sprite can ink on my white pad  
I'm thinking of life and wrong and right and  
Sometimes I'm right and sometimes I might  
I cannot find the light still my rhymes are bright  
So I continue my plan and I'm shore like white sand  
That there will be price paid before my flight landed  
But still I want to see more than my sight can

"
Madonna,It's So Cool,/m/madonna/its+so+cool_20853254.html,"It's so hard to be someone,  
It's so hard to be unkwown.  
In your heart you are to blame  
In your heart you play the game.  
  
Do you realize you pay the price?  
Do you know the cost of all your vice?  
Save your soul, it's all a test,  
Save your soul, it's for the best.  
  
We need love (love, love, love, love, love)  
We need love (love, love, love, love, love)  
We need love (love, love, love, love, love)  
We need love (love, love, love, love, love)  
  
Save your soul, little sister  
Save your soul, dear little brother.  
You need hope, says the preacher,  
Learn to cope says all my teachers.  
  
Do you really know God's intention?  
Do you ever ask what it's all for?  
We need love, love and love,  
We need more, more and more.  
  
We need love (love, love, love, love, love)  
We need love (love, love, love, love, love)  
We need love (love, love, love, love, love)  
We need love (love, love, love, love, love)  
  
We need love (love, love, love, love, love)  
We need love (love, love, love, love, love)  
We need love (love, love, love, love, love)  
We need love (love, love, love, love, love)  
  
Prophets are telling us  
We're near the end  
But I am telling you  
That it's all pretend.  
  
It's so cool to be uncool,  
It's so right to be unright.  
It's so good to look so bad,  
Isn't this the best thing you ever had.  
  
It's so cool to be uncool,  
It's so right to be unright.  
It's so good to look so bad,  
Isn't this the best thing you ever had.  
  
We need love (love, love, love, love, love)  
We need love (love, love, love, love, love)  
We need love (love, love, love, love, love)  
We need love (love, love, love, love, love)  
  
We need love (love, love, love, love, love)  
We need love (love, love, love, love, love)  
We need love (love, love, love, love, love)  
We need love (love, love, love, love, love)

"
Mariah Carey,It's Like That,/m/mariah+carey/its+like+that_10174212.html,"Dis is, the point when I need everybody get to the dance floor  
It's like that y'all (that y'all), that y'all (that y'all)  
Da da da da, I like that y'all (that y'all)  
It's like that y'all (that y'all), that y'all (that y'all)  
Like da da da da, I like that y'all (that y'all) MC  
  
I came to have a party  
Open up the Bacardi  
Feeling so hot tamale  
Boy, I know you watchin' me  
So what's it gonna be?  
Purple taking me higher  
I'm lifted and I like it  
Boy, you got me inspired  
Baby, come and get it  
If you're really feelin' me  
  
Cause it's my night  
No stress, no fights  
I'm leavin' it all behind  
No tears, no time to cry  
Just makin' the most of life  
  
Everybody is livin' it up  
All the fellas keep lookin' at us (cause)  
Me and my girls on the floor like what  
While the DJ keeps on spinnin' the cut  
It's like that y'all (that y'all), that y'all (that y'all)  
It's like da da da da, I like that y'all (that y'all)  
It's like that y'all (that y'all), that y'all (that y'all)  
It's like da da da da, I like that y'all (that y'all)  
  
You like this and you know it  
Caution, it's so explosive  
Them chickens is ash and I'm lotion  
Baby, come and get it  
Let me give you what you need  
It's a special occasion  
Mimi's emancipation  
A cause for celebration  
I ain't gonna let nobody's drama bother me  
  
Cause it's my night  
No stress, no fights  
I'm leavin' it all behind  
No tears, no time to cry  
Just makin' the most of life  
  
Everybody is livin' it up  
All the fellas keep lookin' at us (cause)  
Me and my girls on the floor like what  
While the DJ keeps on spinnin' the cut  
It's like that y'all (that y'all), that y'all (that y'all)  
It's like da da da da, I like that y'all (that y'all)  
It's like that y'all (that y'all), that y'all (that y'all)  
It's like da da da da, I like that y'all (that y'all)  
  
Cause it's my night  
No stress, no fights  
I'm leavin' it all behind  
No tears, no time to cry  
Just makin' the most of life  
  
Everybody is livin' it up  
All the fellas keep lookin' at us (cause)  
Me and my girls on the floor like what  
While the DJ keeps on spinnin' the cut  
It's like that y'all (that y'all), that y'all (that y'all)  
It's like da da da da, I like that y'all (that y'all)  
It's like that y'all (that y'all), that y'all (that y'all)  
It's like da da da da, I like that y'all (that y'all)  
  
This is my night  
  
Let's Go Now (what), let's go now (what)  
Here we go now (what), here we go now (what)  
Let's Go Now (what), let's go now (what)  
Here we go now (what), here we go now (what)  
  
Let's Go Now (what), let's go now (what)  
Here we go now (what), here we go now (what)  
Let's Go Now (what), let's go now (what)  
Here we go now (what), here we go now (what)

"
Marillion,The King Of Sunset Town,/m/marillion/the+king+of+sunset+town_20088932.html,"A ragged man came shuffling through  
A puppet king on the fourth of June  
And butterflies from all around  
Settled on his paper crown  
  
A pretty sight it seemed to be  
An avenue of eternal peace  
But he said, What is here can soon burn down...  
I'm the king of Sunset Town.  
  
Watch a big wheel turning 'round  
Some go up, and some go down  
Some go thirsty, some just drown  
That's the law 'round here,  
Said the king of Sunset Town  
  
And in the night he comes to me  
And the square becomes a battlefield  
Of staring eyes that can't explain  
The insanity and the greater game  
  
Watch a big wheel turning 'round  
Some go up, and some go down  
Some go thirsty, some just drown  
That's the law 'round here,  
  
Said the king of sunset town  
A ragged man came shuffling through  
The corridors of this white place  
And as he lay his body down  
  
I saw the scars that lined his face  
And injured souls came to his bed  
To hear the stories he would tell  
Of butterflies and summertimes  
  
And everyone assembled here  
Remembers how it used to be  
Before the twenty-seventh came  
This place will never be the same  
  
He said, I'm the king of sunset town.  
Watch a big wheel turning 'round  
Some go up, and some go down  
Some go thirsty, some just drown  
  
That's the law round here,  
Said the king of sunset town

"
Mary Black,What Does It Matter,/m/mary+black/what+does+it+matter_20089949.html,"What does it matter if the sun don't rise  
It's midnight forever in my Jimmy's eyes  
What should it matter if it comes on to spring  
When I'm finding winter in everything  
  
Lived in this cold wind city all of my life  
Walking around still looks the same  
Same people coming and going  
It doesn't feel right - See it all now - From so far away  
  
All of the wisdom that I held so high  
Shining and useless as this April sky  
The hedgerows are singing and it comes on spring  
But I'm finding winter in everything  
  
Lived in this cold wind city all of my life  
Walking around still looks the same  
Same people coming and going  
It doesn't feel right - See it all now - From so far away  
  
So what should it matter if the earth may slide  
Sky break in pieces or the stars collide  
The little of sense left in this world or ours  
My Jimmy took with him in the wee small hours  
  
Lived in this cold wind city all of my life  
Walking around still looks the same  
Same people coming and going  
It doesn't feel right - See it all now - It's so far away  
  
I'm finding winter in everything  
I'm finding winter in everything

"
Outkast,Stankonia,/o/outkast/stankonia_10198195.html,"(intro:)  
What does love look like?  
Love looks like you  
What does love love feel like?  
Love feels like this  
What does love smell like?  
Love smells like us  
  
(andre 3000)  
You make me understand  
What it means to be in l-o-v-e once again  
Why, must we fly so low?  
Are we 'fraid of heights, do kites get lost in the tow  
  
(chorus:)  
Stank love, stank love, stank love, stank love  
  
(sleepy brown)  
Let me show your mind a new freaky side of love  
Open up you flower please let me taste your love  
Honeysuckle sweet, can't stop till I get ever drip drop on my tongue  
Hitting every spot of you, what you gonna do  
Your body is the rhythm of the boom in the room  
Up and down it seems to go  
Oh my god I think I'm bout to explode  
  
Chorus  
  
(big rube)  
My fingertips scan flesh so supple  
No longer a couple like two in one skin  
Where do you end and where do I begin  
Both brains become one mind sensually  
Every nerve becoming it's own individual entity  
With its own lusts, it's own needs to serve  
Longing for the love of all the other nevers  
As they writhe and twist in satisfaction  
In the burning chill of please we bathe  
Engulfing, encompassing like a cataclysmic shockwave  
Of an impact so deep, but not one of destruction  
But of creation, elation in the re-making  
No taking in the relation, no taking in the relation  
Just giving of ther persona making lover after making love  
Till ain't nothing but stankonia  
  
Chorus

"
Pearl Jam,Alone,/p/pearl+jam/alone_10202972.html,"Wide awake and he shakes in a panic  
Never woke up alone ever before  
Had his woman long as he can remember  
Tries to forget, but he can't, he can't  
Out of bed and he dreams in the shower  
She's standing naked and apologizing  
Reaches for her 'till his mind becomes blood hot  
Woken up to be burned, burned, again  
Go it alone  
You got it, so it goes  
I want to breathe and I said  
I can't take it any other way  
  
On the streets he's walkin', wounded  
Doesn't smile for the child at play  
Thoughts of suicide and alleviation  
Anything to get his heart off of the coals  
Does he fly away or just talk about it  
Like a seagull born to cry in the wind  
All experiences lead to a young girl  
Alone you will meet the one who lies in wait  
Go it alone  
You got it, so it goes  
Try to breathe, but you can't  
You can't take it any other way, yeah, yeah  
  
Myself, don't talk to me  
I can help myself, don't talk to me  
I can help myself, myself  
I can help myself, don't talk to me  
I can help myself, don't talk to me  
I can help myself, don't talk to me  
I can help myself, myself  
  
Myself, don't talk to me  
I can help myself  
  
Wide awake and he shakes in a panic  
Never woke up alone ever before  
Had his woman long as he can remember  
Tries to forget, but he can't, he can't, he can't, he can't

"
Ray Boltz,"Hey, Little Brother",/r/ray+boltz/hey+little+brother_20223154.html,"Hey, Little Brother  
Words and music by Ray Boltz  
Chorus:  
Hey, little brother, welcome back home  
It's good to see you again  
Hey, little brother, welcome back home  
To your family and your friends  
Chorus  
Now you do not know  
What your Father's been through  
At night He would call out your name  
Then for hours untold  
He would stare down the road  
Praying you'd come home again  
Chorus  
I must confess I was quite envious  
When I heard what Father planned to do  
But after I talked to Him  
I realized I had been  
Almost as far from home as you  
I was almost as far from home as you, so  
  
Chorus  
Oh, dear brother run into my arms  
And tell me you are home to stay  
For there is no other Father like ours  
And we're so glad you're here today  
Yes, we're so glad you're here today  
Chorus (repeat)  
2002 Shepherd Boy Musicascap.

"
Religious Music,A Beautiful Life,/r/religious+music/a+beautiful+life_20887160.html,"Each day I'll do a golden deed  
By helping those who are in need  
My life on earth is but a span  
And so I'll do the best I can.  
  
Refrain:  
Life's evening sun is sinking low  
A few more days, and I must go  
To meet the deeds that I have done  
Where there will be no setting sun.  
  
To be a child of God each day  
My light must shine along the way  
I'll sing His praise while ages roll  
And strive to help some troubled soul.  
  
The only life that will endure  
Is one that's kind and good and pure  
And so for God I'll take my stand  
Each day I'll lend a helping hand.  
  
I'll help someone in time of need  
And journey on with rapid speed  
I'll help the sick and poor and weak  
And words of kindness to them speak.  
  
While going down life's weary road  
I'll try to lift some trav'ler's load  
I'll try to turn the night to day  
Make flowers bloom along the way.

"
Religious Music,Goin' Home,/r/religious+music/goin+home_20887338.html,"Goin' home, goin' home,  
I am goin' home,  
Quiet light, some still day,  
I am goin' home.  
  
It ain't far, Jes' close by,  
Through an open door,  
Work all done, care laid by,  
Goin' t' fear no more.  
  
Mother's there, 'spectin' me,  
Father's waitin' too,  
Lots o' folks gathered there,  
All the friends I knew.  
  
Nothin's lost, all is gain,  
No more fret nor pain,  
No more stumblin' on the way,  
No more sweat n' strain.  
  
Mornin' star lights the way,  
Restless dream all done,  
Shadows gone, break of day,  
Real life has begun.  
  
There's no break, there's no end,  
Just a livin' on,  
Wide awake with a smile,  
Goin' on an' on.  
  
Goin' home, goin' home,  
I am goin' home.  
Here am I, all alone,  
I am goin' home.  
  
I am goin' home.  
  
Note: Based on an old Negro Spiritual sung  
By slaves who were nearing death.

"
Rem,Dream,/r/rem/dream_10240383.html,"Dream, dream dream dream, dream, dream dream dream  
  
When I want you in my arms, when I want you and all your charms  
Whenever I want you, all I have to do, is  
  
Dream, dream dream dream  
  
When I feel blue in the night, and I need you to hold me tight  
Whenever I want you, all I have to do, is  
  
I can make you mine, taste your lips of wine, any time, night or day  
Only trouble is, gee wiz, I'm dreamin' my life away  
  
I need you so that I could die, I love you so, and that is why  
Whenever I want you, all I have to do, is  
  
Dream, dream dream dream, dream  
  
I can make you mine, taste your lips of wine, any time, night or day  
Only trouble is, gee wiz, I'm dreamin' my life away  
  
I need you so that I could die, I love you so, and that is why  
Whenever I want you, all I have to do, is  
  
Dream, dream dream dream (repeats out)

"
